Interest Group,Year,State,Candidate,Election Outcome,Election Type,Party,Incumbent,Office,Contribution
HUMAN RIGHTS CAMPAIGN,2010,NY,"KAPLOWITZ, MICHAEL B",Lost-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 040,9366.00
HUMAN RIGHTS CAMPAIGN,2010,OH,"DRIEHAUS, STEVEN L",Lost-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT OH 001,9299.73
HUMAN RIGHTS CAMPAIGN,2010,OH,"KILROY, MARY JO",Lost-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT OH 015,9250.00
HUMAN RIGHTS CAMPAIGN,2010,NY,"CARLUCCI, DAVID S",Won-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 038,9249.00
HUMAN RIGHTS CAMPAIGN,2012,CA,"TAKANO, MARK",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT CA 041,9247.00
HUMAN RIGHTS CAMPAIGN,2014,NH,"SHAHEEN, JEANNE",Won-General,Standard,DEMOCRATIC,Incumbent,US SENATE DISTRICT NH SW-CLASS II,9197.00
HUMAN RIGHTS CAMPAIGN,2010,NY,"FOLEY, BRIAN X",Lost-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 003,9147.00
HUMAN RIGHTS CAMPAIGN,2014,GA,"NUNN, MARY MICHELLE",Lost-General,Standard,DEMOCRATIC,Open,US SENATE DISTRICT GA SW-CLASS II,9138.00
HUMAN RIGHTS CAMPAIGN,2010,NY,"DUANE, THOMAS K",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 029,9125.00
HUMAN RIGHTS CAMPAIGN,2014,CA,"HONDA, MICHAEL M (MIKE)",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 017,9110.00
HUMAN RIGHTS CAMPAIGN,2010,RI,"CICILLINE, DAVID N",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT RI 001,9097.23
HUMAN RIGHTS CAMPAIGN,2010,WI,"FEINGOLD, RUSSELL DANA",Lost-General,Standard,DEMOCRATIC,Incumbent,US SENATE DISTRICT WI SW-CLASS III,9093.45
HUMAN RIGHTS CAMPAIGN,2008,TX,"THIBAUT, KRISTI",Won-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 133,9026.76
HUMAN RIGHTS CAMPAIGN,2018,AZ,"SINEMA, KYRSTEN",Won-General,Standard,DEMOCRATIC,Open,US SENATE DISTRICT AZ SW-CLASS I,9001.03
HUMAN RIGHTS CAMPAIGN,2010,AZ,"GIFFORDS, GABRIELLE D",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT AZ 008,9000.26
HUMAN RIGHTS CAMPAIGN,2010,OH,"BOCCIERI, JOHN A",Lost-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT OH 016,9000.00
HUMAN RIGHTS CAMPAIGN,2016,AZ,"KIRKPATRICK, ANN LEILA",Lost-General,Standard,DEMOCRATIC,Challenger,US SENATE DISTRICT AZ SW-CLASS III,9000.00
HUMAN RIGHTS CAMPAIGN,2018,NV,"ROSEN, JACKY",Won-General,Standard,DEMOCRATIC,Challenger,US SENATE DISTRICT NV SW-CLASS I,9000.00
HUMAN RIGHTS CAMPAIGN,2018,NV,"LEE, SUZANNE KELLEY (SUSIE)",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT NV 003,8998.85
HUMAN RIGHTS CAMPAIGN,2010,MO,"CARNAHAN, ROBIN",Lost-General,Standard,DEMOCRATIC,Open,US SENATE DISTRICT MO SW-CLASS III,8984.82
HUMAN RIGHTS CAMPAIGN,2014,NY,"HANNA, RICHARD L",Won-General,Standard,REPUBLICAN,Incumbent,US HOUSE DISTRICT NY 022,8826.00
HUMAN RIGHTS CAMPAIGN,2010,OR,"SCHRADER, WALTER (KURT)",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT OR 005,8758.14
HUMAN RIGHTS CAMPAIGN,2018,WI,"BALDWIN, TAMMY SUZANNE GREEN",Won-General,Standard,DEMOCRATIC,Incumbent,US SENATE DISTRICT WI SW-CLASS I,8740.11
HUMAN RIGHTS CAMPAIGN,2010,PA,"MURPHY, PATRICK J",Lost-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT PA 008,8683.14
HUMAN RIGHTS CAMPAIGN,2010,CA,"BOXER, BARBARA S",Won-General,Standard,DEMOCRATIC,Incumbent,US SENATE DISTRICT CA SW-CLASS III,8681.80
HUMAN RIGHTS CAMPAIGN,2018,MI,"SLOTKIN, ELISSA",Won-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT MI 008,8643.59
HUMAN RIGHTS CAMPAIGN,2010,AZ,"MITCHELL, HARRY E",Lost-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT AZ 005,8571.25
HUMAN RIGHTS CAMPAIGN,2012,OR,"BONAMICI, SUZANNE",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT OR 001,8500.00
HUMAN RIGHTS CAMPAIGN,2012,NY,"GILLIBRAND, KIRSTEN ELIZABETH",Won-General,Standard,DEMOCRATIC,Incumbent,US SENATE DISTRICT NY SW-CLASS I,8500.00
HUMAN RIGHTS CAMPAIGN,2014,WI,"POCAN, MARK",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT WI 002,8500.00
HUMAN RIGHTS CAMPAIGN,2018,MN,"FEEHAN, DANIEL",Lost-General,Standard,DEMOCRATIC-FARMER-LABOR,Open,US HOUSE DISTRICT MN 001,8500.00
HUMAN RIGHTS CAMPAIGN,2014,AK,"BEGICH, MARK P",Lost-General,Standard,DEMOCRATIC,Incumbent,US SENATE DISTRICT AK SW-CLASS II,8468.53
HUMAN RIGHTS CAMPAIGN,2010,NV,"REID, HARRY",Won-General,Standard,DEMOCRATIC,Incumbent,US SENATE DISTRICT NV SW-CLASS III,8464.11
HUMAN RIGHTS CAMPAIGN,2014,CO,"UDALL, MARK",Lost-General,Standard,DEMOCRATIC,Incumbent,US SENATE DISTRICT CO SW-CLASS II,8408.00
HUMAN RIGHTS CAMPAIGN,2019,VA,"COLE, JOSHUA G",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 028,8343.88
HUMAN RIGHTS CAMPAIGN,2010,MI,"SCHAUER, MARK HAMILTON",Lost-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT MI 007,8316.18
HUMAN RIGHTS CAMPAIGN,2014,IA,"APPEL, STACI",Lost-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT IA 003,8299.00
HUMAN RIGHTS CAMPAIGN,2016,US,"CLINTON, HILLARY RODHAM & KAINE, TIMOTHY M (TIM)",Lost-General,Standard,DEMOCRATIC,Open,PRESIDENT / VICE PRESIDENT,8268.71
HUMAN RIGHTS CAMPAIGN,2010,NY,"AVELLA, TONY",Won-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 011,8145.00
HUMAN RIGHTS CAMPAIGN,2010,VA,"CONNOLLY, GERALD E (GERRY)",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT VA 011,8135.00
HUMAN RIGHTS CAMPAIGN,2010,CO,"MARKEY, ELIZABETH (BETSY)",Lost-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CO 004,8096.37
HUMAN RIGHTS CAMPAIGN,2012,NE,"KERREY, J ROBERT (BOB)",Lost-General,Standard,DEMOCRATIC,Open,US SENATE DISTRICT NE SW-CLASS I,8045.00
HUMAN RIGHTS CAMPAIGN,2010,WA,"MURRAY, PATTY",Won-General,Standard,DEMOCRATIC,Incumbent,US SENATE DISTRICT WA SW-CLASS III,8000.00
HUMAN RIGHTS CAMPAIGN,2010,MN,"WALZ, TIMOTHY J (TIM)",Won-General,Standard,DEMOCRATIC-FARMER-LABOR,Incumbent,US HOUSE DISTRICT MN 001,8000.00
HUMAN RIGHTS CAMPAIGN,2010,IA,"LOEBSACK, DAVID WAYNE (DAVE)",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT IA 002,8000.00
HUMAN RIGHTS CAMPAIGN,2010,NY,"MAFFEI, DANIEL B",Lost-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NY 025,8000.00
HUMAN RIGHTS CAMPAIGN,2010,IL,"FOSTER, GEORGE WILLIAM (BILL)",Lost-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT IL 014,8000.00
HUMAN RIGHTS CAMPAIGN,2010,IL,"HALVORSON, DEBORAH DEFRANCESCO (DEBBIE)",Lost-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT IL 011,8000.00
HUMAN RIGHTS CAMPAIGN,2014,CA,"TAKANO, MARK",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 041,8000.00
HUMAN RIGHTS CAMPAIGN,2009,NY,"MURPHY, MATTHEW SCOTT (SCOTT)",Won-General,Special,DEMOCRATIC,Open,US HOUSE DISTRICT NY 020,8000.00
HUMAN RIGHTS CAMPAIGN,2016,CA,"HONDA, MICHAEL M (MIKE)",Lost-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 017,8000.00
HUMAN RIGHTS CAMPAIGN,2016,CA,"RUIZ, RAUL",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 036,8000.00
HUMAN RIGHTS CAMPAIGN,2010,MN,"CLARK, TARRYL",Lost-General,Standard,DEMOCRATIC-FARMER-LABOR,Challenger,US HOUSE DISTRICT MN 006,7951.33
HUMAN RIGHTS CAMPAIGN,2018,AZ,"STANTON, GREG",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT AZ 009,7923.50
HUMAN RIGHTS CAMPAIGN,2018,OH,"BROWN, SHERROD",Won-General,Standard,DEMOCRATIC,Incumbent,US SENATE DISTRICT OH SW-CLASS I,7800.00
HUMAN RIGHTS CAMPAIGN,2018,IL,"KELLY, BRENDAN",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT IL 012,7785.78
HUMAN RIGHTS CAMPAIGN,2012,IA,"VILSACK, CHRISTIE",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT IA 004,7714.00
HUMAN RIGHTS CAMPAIGN,2012,VA,"HIRSCHBIEL JR, PAUL ODELL",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT VA 002,7500.00
HUMAN RIGHTS CAMPAIGN,2010,OH,"SUTTON, BETTY",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT OH 013,7500.00
HUMAN RIGHTS CAMPAIGN,2010,NH,"SHEA-PORTER, CAROL",Lost-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NH 001,7500.00
HUMAN RIGHTS CAMPAIGN,2016,CA,"BERA, AMI",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 007,7500.00
HUMAN RIGHTS CAMPAIGN,2016,CA,"EGGMAN, MICHAEL R",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT CA 010,7500.00
HUMAN RIGHTS CAMPAIGN,2016,CA,"PELOSI, NANCY",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 012,7500.00
HUMAN RIGHTS CAMPAIGN,2016,CA,"CAFORIO, BRYAN",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT CA 025,7500.00
HUMAN RIGHTS CAMPAIGN,2016,MN,"BONOFF, TERRI E",Lost-General,Standard,DEMOCRATIC-FARMER-LABOR,Challenger,US HOUSE DISTRICT MN 003,7500.00
HUMAN RIGHTS CAMPAIGN,2012,CA,"HERNANDEZ, JOSE",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT CA 010,7500.00
HUMAN RIGHTS CAMPAIGN,2018,MD,"HOYER, STENY",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT MD 005,7500.00
HUMAN RIGHTS CAMPAIGN,2018,CA,"PELOSI, NANCY",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 012,7500.00
HUMAN RIGHTS CAMPAIGN,2018,NH,"PAPPAS, CHRISTOPHER C (CHRIS)",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT NH 001,7500.00
HUMAN RIGHTS CAMPAIGN,2016,NV,"CORTEZ-MASTO, CATHERINE",Won-General,Standard,DEMOCRATIC,Open,US SENATE DISTRICT NV SW-CLASS III,7342.44
HUMAN RIGHTS CAMPAIGN,2016,NH,"KUSTER, ANN MCLANE",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NH 002,7174.07
HUMAN RIGHTS CAMPAIGN,2012,MA,"WARREN, ELIZABETH A",Won-General,Standard,DEMOCRATIC,Challenger,US SENATE DISTRICT MA SW-CLASS I,7155.00
HUMAN RIGHTS CAMPAIGN,2008,NY,"BARBER, DON",Lost-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 051,7025.45
HUMAN RIGHTS CAMPAIGN,2013,MA,"MARKEY, EDWARD J",Won-General,Special,DEMOCRATIC,Open,US SENATE DISTRICT MA SW-CLASS II,7025.00
HUMAN RIGHTS CAMPAIGN,2012,MO,"MCCASKILL, CLAIRE CONNER",Won-General,Standard,DEMOCRATIC,Incumbent,US SENATE DISTRICT MO SW-CLASS I,7000.00
HUMAN RIGHTS CAMPAIGN,2012,RI,"WHITEHOUSE II, SHELDON",Won-General,Standard,DEMOCRATIC,Incumbent,US SENATE DISTRICT RI SW-CLASS I,7000.00
HUMAN RIGHTS CAMPAIGN,2010,NJ,"ANDREWS, ROBERT E",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NJ 001,7000.00
HUMAN RIGHTS CAMPAIGN,2010,FL,"ROS-LEHTINEN, ILEANA",Won-General,Standard,REPUBLICAN,Incumbent,US HOUSE DISTRICT FL 018,7000.00
HUMAN RIGHTS CAMPAIGN,2010,NY,"MURPHY, MATTHEW SCOTT (SCOTT)",Lost-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NY 020,7000.00
HUMAN RIGHTS CAMPAIGN,2010,NY,"GILLIBRAND, KIRSTEN ELIZABETH",Won-General,Special,DEMOCRATIC,Incumbent,US SENATE DISTRICT NY SW-CLASS I,7000.00
HUMAN RIGHTS CAMPAIGN,2014,MT,"LEWIS, JOHN",Lost-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT MT 001,7000.00
HUMAN RIGHTS CAMPAIGN,2014,NC,"AIKEN, CLAYTON HOLMES",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT NC 002,7000.00
HUMAN RIGHTS CAMPAIGN,2014,PA,"TRIVEDI, MANAN M",Lost-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT PA 006,7000.00
HUMAN RIGHTS CAMPAIGN,2014,NV,"HORSFORD, STEVEN",Lost-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NV 004,7000.00
HUMAN RIGHTS CAMPAIGN,2014,MN,"WALZ, TIMOTHY J (TIM)",Won-General,Standard,DEMOCRATIC-FARMER-LABOR,Incumbent,US HOUSE DISTRICT MN 001,7000.00
HUMAN RIGHTS CAMPAIGN,2014,VA,"FOUST, JOHN W",Lost-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT VA 010,7000.00
HUMAN RIGHTS CAMPAIGN,2016,IL,"BUSTOS, CHERI CALLAHAN",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT IL 017,7000.00
HUMAN RIGHTS CAMPAIGN,2016,NE,"ASHFORD, BRAD",Lost-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NE 002,7000.00
HUMAN RIGHTS CAMPAIGN,2016,CA,"BROWNLEY, JULIA",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 026,7000.00
HUMAN RIGHTS CAMPAIGN,2016,CA,"AGUILAR, PETE",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 031,7000.00
HUMAN RIGHTS CAMPAIGN,2016,MI,"DRISKELL, GRETCHEN D",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT MI 007,7000.00
HUMAN RIGHTS CAMPAIGN,2016,VA,"BENNETT, LUANN L",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT VA 010,7000.00
HUMAN RIGHTS CAMPAIGN,2014,NY,"RICE, KATHLEEN M",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT NY 004,6916.00
HUMAN RIGHTS CAMPAIGN,2009,VA,"MASON, GWEN W",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 017,6810.00
HUMAN RIGHTS CAMPAIGN,2018,MO,"MCCASKILL, CLAIRE CONNER",Lost-General,Standard,DEMOCRATIC,Incumbent,US SENATE DISTRICT MO SW-CLASS I,6707.79
HUMAN RIGHTS CAMPAIGN,2012,NY,"ADDABBO JR, JOSEPH P",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 015,6500.00
HUMAN RIGHTS CAMPAIGN,2010,FL,"GRAYSON, ALAN MARK",Lost-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT FL 008,6500.00
HUMAN RIGHTS CAMPAIGN,2014,GA,"CARTER, JASON J",Lost-General,Standard,DEMOCRATIC,Challenger,GOVERNOR,6300.00
HUMAN RIGHTS CAMPAIGN,2014,NC,"HAGAN, JANET KAY RUTHVEN",Lost-General,Standard,DEMOCRATIC,Incumbent,US SENATE DISTRICT NC SW-CLASS II,6222.69
HUMAN RIGHTS CAMPAIGN,2017,GA,"OSSOFF, THOMAS JONATHAN (JON)",Lost-General Runoff,Special,DEMOCRATIC,Open,US HOUSE DISTRICT GA 006,6087.79
HUMAN RIGHTS CAMPAIGN,2012,WI,"KREITLOW, PATRICK J",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT WI 007,6000.00
HUMAN RIGHTS CAMPAIGN,2012,ME,"KING JR, ANGUS STANLEY",Won-General,Standard,INDEPENDENT FOR MAINE,Open,US SENATE DISTRICT ME SW-CLASS I,6000.00
HUMAN RIGHTS CAMPAIGN,2010,WI,"KIND, RON",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT WI 003,6000.00
HUMAN RIGHTS CAMPAIGN,2010,IL,"BIGGERT, JUDY",Won-General,Standard,REPUBLICAN,Incumbent,US HOUSE DISTRICT IL 013,6000.00
HUMAN RIGHTS CAMPAIGN,2010,IA,"BRALEY, BRUCE L",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT IA 001,6000.00
HUMAN RIGHTS CAMPAIGN,2010,CT,"MURPHY, CHRISTOPHER S",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CT 005,6000.00
HUMAN RIGHTS CAMPAIGN,2010,KY,"YARMUTH, JOHN A",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT KY 003,6000.00
HUMAN RIGHTS CAMPAIGN,2014,SC,"CLYBURN, JAMES E (JIM)",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT SC 006,6000.00
HUMAN RIGHTS CAMPAIGN,2014,MA,"TIERNEY, JOHN F",Lost-Primary,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT MA 006,6000.00
HUMAN RIGHTS CAMPAIGN,2014,DE,"COONS, CHRIS",Won-General,Standard,DEMOCRATIC,Incumbent,US SENATE DISTRICT DE SW-CLASS II,6000.00
HUMAN RIGHTS CAMPAIGN,2016,FL,"ROS-LEHTINEN, ILEANA",Won-General,Standard,REPUBLICAN,Incumbent,US HOUSE DISTRICT FL 027,6000.00
HUMAN RIGHTS CAMPAIGN,2018,NY,"BRINDISI, ANTHONY J",Won-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT NY 022,6000.00
HUMAN RIGHTS CAMPAIGN,2018,MI,"STABENOW, DEBBIE",Won-General,Standard,DEMOCRATIC,Incumbent,US SENATE DISTRICT MI SW-CLASS I,6000.00
HUMAN RIGHTS CAMPAIGN,2018,NC,"MANNING, KATHY ELLEN",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT NC 013,6000.00
HUMAN RIGHTS CAMPAIGN,2010,DE,"CARNEY JR, JOHN C",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT DE 001,5927.03
HUMAN RIGHTS CAMPAIGN,2010,FL,"DEUTCH, TED",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT FL 019,5900.00
HUMAN RIGHTS CAMPAIGN,2009,VA,"BELL, JOHN JOSEPH",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 013,5835.00
HUMAN RIGHTS CAMPAIGN,2010,NY,"YEPSEN, JOANNE D",Lost-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 043,5718.00
HUMAN RIGHTS CAMPAIGN,2012,WI,"POCAN, MARK",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT WI 002,5692.40
HUMAN RIGHTS CAMPAIGN,2018,OH,"PUREVAL, AFTAB",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT OH 001,5632.31
HUMAN RIGHTS CAMPAIGN,2018,TX,"VALDEZ, LUPE",Lost-General,Standard,DEMOCRATIC,Challenger,GOVERNOR,5601.66
HUMAN RIGHTS CAMPAIGN,2018,MN,"KLOBUCHAR, AMY J",Won-General,Standard,DEMOCRATIC-FARMER-LABOR,Incumbent,US SENATE DISTRICT MN SW-CLASS I,5588.13
HUMAN RIGHTS CAMPAIGN,2018,FL,"MURPHY, STEPHANIE",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT FL 007,5564.11
HUMAN RIGHTS CAMPAIGN,2007,VA,"POLLARD JR, ALBERT C",Lost-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 028,5517.60
HUMAN RIGHTS CAMPAIGN,2010,CO,"SALAZAR, JOHN TONY",Lost-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CO 003,5500.00
HUMAN RIGHTS CAMPAIGN,2010,CO,"PERLMUTTER, EDWIN G (ED)",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CO 007,5500.00
HUMAN RIGHTS CAMPAIGN,2010,IL,"HARE, PHIL",Lost-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT IL 017,5500.00
HUMAN RIGHTS CAMPAIGN,2010,FL,"GARCIA, JOSE ANTONIO (JOE)",Lost-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT FL 025,5500.00
HUMAN RIGHTS CAMPAIGN,2018,ND,"HEITKAMP, HEIDI",Lost-General,Standard,DEMOCRATIC-NPL,Incumbent,US SENATE DISTRICT ND SW-CLASS I,5500.00
HUMAN RIGHTS CAMPAIGN,2018,OH,"OCONNOR, DANNY",Lost-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT OH 012,5470.24
HUMAN RIGHTS CAMPAIGN,2018,KS,"DAVIS, PAUL T",Lost-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT KS 002,5382.50
HUMAN RIGHTS CAMPAIGN,2007,VA,"NORTHAM, RALPH S",Won-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 006,5120.48
HUMAN RIGHTS CAMPAIGN,2018,IL,"LONDRIGAN, BETSY DIRKSEN",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT IL 013,5112.89
HUMAN RIGHTS CAMPAIGN,2016,PA,"EVANS, DWIGHT",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT PA 002,5081.36
HUMAN RIGHTS CAMPAIGN,2010,NY,"MEJIAS, DAVID L",Lost-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 006,5050.00
HUMAN RIGHTS CAMPAIGN,2008,OK,"ROTH, JIM",Lost-General,Standard,DEMOCRATIC,Incumbent,CORPORATION COMMISSIONER,5000.00
HUMAN RIGHTS CAMPAIGN,2008,TX,"BARRETT, DAN",Lost-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 097,5000.00
HUMAN RIGHTS CAMPAIGN,2010,NY,"JOHNSON, CRAIG M",Lost-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 007,5000.00
HUMAN RIGHTS CAMPAIGN,2006,TX,"COHEN, ELLEN",Won-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 134,5000.00
HUMAN RIGHTS CAMPAIGN,2008,TX,"DAVIS, WENDY R",Won-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 010,5000.00
HUMAN RIGHTS CAMPAIGN,2008,TX,"VAUGHT, ALLEN",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 107,5000.00
HUMAN RIGHTS CAMPAIGN,2010,NY,"VALESKY, DAVID J",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 049,5000.00
HUMAN RIGHTS CAMPAIGN,2012,NY,"GRISANTI, MARK J",Won-General,Standard,REPUBLICAN,Incumbent,SENATE DISTRICT 060,5000.00
HUMAN RIGHTS CAMPAIGN,2012,IA,"GRONSTAL, MICHAEL E (MIKE)",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 008,5000.00
HUMAN RIGHTS CAMPAIGN,2012,WA,"HECK, DENNIS R (DENNY)",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT WA 010,5000.00
HUMAN RIGHTS CAMPAIGN,2012,WA,"DELBENE, SUZAN K",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT WA 001,5000.00
HUMAN RIGHTS CAMPAIGN,2012,CA,"AGUILAR, PETE",Lost-Top Two Primary,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT CA 031,5000.00
HUMAN RIGHTS CAMPAIGN,2012,CO,"MIKLOSI, JOE",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT CO 006,5000.00
HUMAN RIGHTS CAMPAIGN,2012,MA,"KENNEDY III, JOSEPH P",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT MA 004,5000.00
HUMAN RIGHTS CAMPAIGN,2012,MD,"DELANEY, JOHN K",Won-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT MD 006,5000.00
HUMAN RIGHTS CAMPAIGN,2012,MN,"NOLAN, RICHARD MICHAEL (RICK)",Won-General,Standard,DEMOCRATIC-FARMER-LABOR,Challenger,US HOUSE DISTRICT MN 008,5000.00
HUMAN RIGHTS CAMPAIGN,2012,NY,"JEFFRIES, HAKEEM S",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT NY 008,5000.00
HUMAN RIGHTS CAMPAIGN,2012,NY,"MURPHY, MARK S",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT NY 011,5000.00
HUMAN RIGHTS CAMPAIGN,2012,FL,"GRAYSON, ALAN MARK",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT FL 009,5000.00
HUMAN RIGHTS CAMPAIGN,2012,IL,"DUCKWORTH, LADDA (TAMMY)",Won-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT IL 008,5000.00
HUMAN RIGHTS CAMPAIGN,2012,WI,"WALL, JAMIE",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT WI 008,5000.00
